Id,X,Y,Speed,timestamp,Class,SUMO TIME
11193620,1157.551070444446,577.500855460763,0.0037536608051666,1624481614836,HUMAN,1
11193620,1157.5464777032175,577.4942131880671,0.0053287562058333,1624481614935,HUMAN,1
11193620,1157.5464840859786,577.4943793499842,0.0044721455401944,1624481615034,HUMAN,1
11193620,1157.5474376608472,577.4932126319036,0.0048442582159722,1624481615133,HUMAN,1
11193620,1157.5494198742815,577.4974448410794,0.0019766419768,1624481615233,HUMAN,1
11193620,1157.5465151234966,577.4944739770144,0.0031475193278055,1624481615332,HUMAN,1
11193620,1157.5490139165922,577.4977252958342,0.0015440659906194,1624481615455,HUMAN,1
11193620,1157.5492103553115,577.5041526639834,0.0061349341626388,1624481615555,HUMAN,1
11193620,1157.5521628243296,577.5060658790171,0.0078425462215555,1624481615654,HUMAN,1
11193620,1157.5472000005248,577.5045868782327,0.00475525961775,1624481615754,HUMAN,1
11193620,1157.5446833948663,577.5049831029028,0.0053300609245555,1624481615853,HUMAN,1
11193620,1157.541838586723,577.4978253366426,0.0056222609956388,1624481615953,HUMAN,1
11193620,1157.5436612845078,577.4997930685058,0.0028543331281388,1624481616052,HUMAN,1
11193620,1157.5462017360696,577.5007787104696,0.000589759025125,1624481616151,HUMAN,1
11193620,1157.5437669737876,577.500904657878,0.0024054563944999,1624481616251,HUMAN,1
11193620,1157.5441761647526,577.4990755682811,0.0019999293669944,1624481616350,HUMAN,1
11193620,1157.54666232437,577.4994645118713,0.0010000113628083,1624481616449,HUMAN,1
11193620,1157.5465016577218,577.5047567859292,0.0041551556707222,1624481616549,HUMAN,1
11193620,1157.5485109775327,577.5039470531046,0.0036226830814166,1624481616648,HUMAN,1
11193620,1157.5443333490111,577.5034489482641,0.0027023764703888,1624481616747,HUMAN,1
11193620,1157.5484079564922,577.5018843766302,0.0020810253131916,1624481616846,HUMAN,1
11193620,1157.5486400732625,577.5012643029913,0.0019873605948527,1624481616946,HUMAN,1
11193620,1157.549412414286,577.4984522936866,0.0035660940020555,1624481617045,HUMAN,1
11193620,1157.5472939924948,577.5031490027905,0.0018590944359083,1624481617144,HUMAN,1
11193620,1157.5469809772476,577.5047037359327,0.0029635086403611,1624481617243,HUMAN,1
11193620,1157.5455779380718,577.5029356162995,0.0016745330210638,1624481617343,HUMAN,1
11193620,1157.5490929965165,577.5035182340071,0.0024026165740222,1624481617442,HUMAN,1
11193620,1157.5505690977443,577.5023313425481,0.0029914830251111,1624481617541,HUMAN,1
11193620,1157.5479155566863,577.5003953771666,0.0016100954186055,1624481617641,HUMAN,1
11193620,1157.5467644992896,577.5009254133329,0.0012010525826305,1624481617740,HUMAN,1
11193620,1157.5451433290873,577.4988948591053,0.0033320978071666,1624481617840,HUMAN,1
11193620,1157.545552564523,577.5003610411659,0.0018155636872444,1624481617939,HUMAN,1
11193620,1157.5498125975137,577.4994232561439,0.0030368958880833,1624481618039,HUMAN,1
11193620,1157.5503042215423,577.5009919432923,0.0025852122649333,1624481618138,HUMAN,1
11193620,1157.5491481682984,577.504727111198,0.0034966428474722,1624481618237,HUMAN,1
11193620,1157.5470419087942,577.503515300341,0.0019643959068305,1624481618337,HUMAN,1
11193620,1157.546685371548,577.5070613622665,0.004750578145,1624481618436,HUMAN,1
11193620,1157.5463150339492,577.5036510359496,0.0015751254824361,1624481618536,HUMAN,1
11193620,1157.548711796844,577.5026119826362,0.0010825014899027,1624481618635,HUMAN,1
11193620,1157.5494841143372,577.5033321995288,0.0017174196464111,1624481618735,HUMAN,1
11193620,1157.548930359524,577.5032576452941,0.0010165481319055,1624481618834,HUMAN,1
11193620,1157.5462568951189,577.5022870032117,0.0016268947238333,1624481618933,HUMAN,1
11193620,1157.545576337041,577.5023004217073,0.0019945043429638,1624481619033,HUMAN,1
11193620,1157.5463244563434,577.5029805414379,0.0011006662293694,1624481619132,HUMAN,1
11193620,1157.5453664277156,577.4984820289537,0.0041112457113055,1624481619232,HUMAN,1
11193620,1157.5444744029955,577.4994945283979,0.0033165228469166,1624481619331,HUMAN,1
11193964,1050.9361577088566,548.7290182812139,0.0292186529494444,1624481619331,HUMAN,1
11193620,1157.5500970784487,577.499661417678,0.0035728207768333,1624481619430,HUMAN,1
11193964,1050.9348919976185,548.7302757333964,0.0142194983365833,1624481619430,HUMAN,1
11193620,1157.5498713240377,577.5027409009635,0.0026411648035111,1624481619530,HUMAN,1
11193964,1050.933752027544,548.7374329278246,0.0126183319702777,1624481619530,HUMAN,1
11193620,1157.547220078326,577.5017316443846,0.0002919687164138,1624481619629,HUMAN,1
11193964,1050.931108690667,548.7358103413135,0.01097827513525,1624481619629,HUMAN,1
11193620,1157.5457898426976,577.5052943313494,0.0035151325453055,1624481619728,HUMAN,1
11193964,1050.9286466472113,548.7359366705641,0.0125156916292222,1624481619728,HUMAN,1
11193620,1157.5489230171224,577.5063108010218,0.0039262246055555,1624481619827,HUMAN,1
11193964,1050.9334753773728,548.7271810304374,0.0114568576935555,1624481619827,HUMAN,1
11193620,1157.548163902291,577.5009559737518,0.0016581139604555,1624481619927,HUMAN,1
11193620,1157.5470780326868,577.4995890380815,0.0025771253856444,1624481620026,HUMAN,1
11193964,1050.930252101476,548.7283699139953,0.0080085955713888,1624481620026,HUMAN,1
11193620,1157.5452977809327,577.499571823515,0.0029518611693333,1624481620126,HUMAN,1
11193964,1050.933704230716,548.7291941409931,0.003673521075,1624481620126,HUMAN,1
11193620,1157.5441686893755,577.496064924635,0.0056703111267222,1624481620225,HUMAN,1
